20:52:00,server_1,59.62,45.81
20:52:00,server_20,890.2,617.79
20:52:00,server_19,503.79,505.96
20:52:00,server_18,160.91,116.07
20:52:00,server_17,800.37,549.23
20:52:00,server_16,302.21,299.76
20:52:00,server_14,969.88,792.05
20:52:00,server_13,1055.09,1210.68
20:52:00,server_12,437.47,501.2
20:52:00,server_11,392.36,308.53
20:52:00,server_15,180.12,244.55
20:52:00,server_9,39.36,44.98
20:52:00,server_8,193.02,113.55
20:52:00,server_7,335.97,191.72
20:52:00,server_6,7606.52,9122.65
20:52:00,server_5,930.45,555.31
20:52:00,server_4,738.65,892.16
20:52:00,server_3,879.46,1259.72
20:52:00,server_2,794.03,939.16
20:52:00,server_10,145.69,176.4
20:52:05,server_13,478.36,245.58
20:52:05,server_14,676.37,931.81
20:52:05,server_15,663.66,696.65
20:52:05,server_16,921.73,1225.9
20:52:05,server_20,61.85,85.54
20:52:05,server_18,473.65,350.88
20:52:05,server_19,516.68,740.15
20:52:05,server_12,379.91,409.42
20:52:05,server_17,445.13,348.0
20:52:05,server_11,504.77,620.6
20:52:05,server_5,13544.49,12717.13
20:52:05,server_9,374.8,316.54
20:52:05,server_10,1092.39,925.48
20:52:05,server_2,1755.12,1662.31
20:52:05,server_3,172.97,209.82
20:52:05,server_4,2477.3,2008.72
20:52:05,server_1,4283.6,3652.86
20:52:05,server_6,419.51,574.1
20:52:05,server_7,8892.49,7832.36
20:52:05,server_8,4658.98,4936.11
20:52:10,server_20,6267.18,6786.78
20:52:10,server_19,1.28,0.65
20:52:10,server_18,543.01,486.18
20:52:10,server_17,633.39,424.77
20:52:10,server_16,352.54,242.04
20:52:10,server_14,194.42,194.62
20:52:10,server_13,0.0,0.0
20:52:10,server_12,841.93,1212.28
20:52:10,server_11,191.28,119.04
20:52:10,server_15,309.94,193.15
20:52:10,server_9,575.61,797.95
20:52:10,server_2,710.01,792.51
20:52:10,server_3,915.78,694.94
20:52:10,server_4,624.69,374.68
20:52:10,server_5,349.44,272.66
20:52:10,server_1,118.43,161.38
20:52:10,server_6,4643.18,4958.77
20:52:10,server_7,1825.36,1856.3
20:52:10,server_8,470.24,575.71
20:52:10,server_10,316.79,223.35
20:52:15,server_12,182.69,133.26
20:52:15,server_19,3353.96,4000.38
20:52:15,server_18,553.37,675.85
20:52:15,server_17,159.78,87.74
20:52:15,server_16,230.96,249.18
20:52:15,server_15,215.39,233.97
20:52:15,server_14,20.53,22.63
20:52:15,server_13,276.78,232.41
20:52:15,server_11,200.04,265.85
20:52:15,server_20,886.93,604.63
20:52:15,server_9,894.37,1254.71
20:52:15,server_1,279.6,390.53
20:52:15,server_2,1079.06,1500.8
20:52:15,server_3,839.14,462.32
20:52:15,server_4,744.37,668.42
20:52:15,server_10,1028.1,810.94
20:52:15,server_6,3532.68,3933.76
20:52:15,server_7,5556.4,6326.35
20:52:15,server_8,61.88,58.65
20:52:15,server_5,11264.77,13064.39
20:52:20,server_11,358.88,451.49
20:52:20,server_19,308.0,453.92
20:52:20,server_18,666.72,536.46
20:52:20,server_17,570.53,775.88
20:52:20,server_16,279.29,259.36
20:52:20,server_15,3685.66,3501.22
20:52:20,server_14,986.98,1180.28
20:52:20,server_13,813.25,869.49
20:52:20,server_12,651.13,551.54
20:52:20,server_20,476.74,537.47
20:52:20,server_10,15275.9,17108.45
20:52:20,server_8,795.63,1016.22
20:52:20,server_7,242.02,292.47
20:52:20,server_6,332.33,459.4
20:52:20,server_5,13839.39,13604.77
20:52:20,server_4,452.42,361.63
20:52:20,server_3,168.8,215.45
20:52:20,server_2,1861.08,1685.26
20:52:20,server_1,346.55,248.23
20:52:20,server_9,1010.93,928.71
20:52:25,server_13,1012.81,863.29
20:52:25,server_14,15738.84,18184.21
20:52:25,server_16,1521.1,1275.39
20:52:25,server_12,821.06,771.68
20:52:25,server_18,255.13,183.21
20:52:25,server_19,81.11,81.07
20:52:25,server_20,559.29,650.97
20:52:25,server_17,506.21,684.11
20:52:25,server_11,47.92,48.71
20:52:25,server_15,22.21,28.22
20:52:25,server_9,217.3,215.81
20:52:25,server_1,4475.5,3823.6
20:52:25,server_2,156.81,139.52
20:52:25,server_3,0.0,0.0
20:52:25,server_4,1006.17,624.81
20:52:25,server_10,85.21,62.53
20:52:25,server_6,432.02,527.07
20:52:25,server_7,158.8,213.1
20:52:25,server_8,706.0,834.01
20:52:25,server_5,301.36,448.08
20:52:30,server_20,149.88,147.1
20:52:30,server_19,434.96,263.85
20:52:30,server_18,619.43,705.36
20:52:30,server_17,1552.12,1860.74
20:52:30,server_16,145.94,167.15
20:52:30,server_15,122.44,133.55
20:52:30,server_14,615.24,338.78
20:52:30,server_12,30.28,26.78
20:52:30,server_11,874.0,752.0
20:52:30,server_13,949.5,676.52
20:52:30,server_9,906.56,1324.34
20:52:30,server_8,653.79,600.85
20:52:30,server_7,315.71,313.2
20:52:30,server_6,576.25,420.26
20:52:30,server_5,321.27,455.93
20:52:30,server_4,613.07,358.61
20:52:30,server_3,1023.09,871.85
20:52:30,server_2,5242.12,5150.2
20:52:30,server_10,214.43,244.24
20:52:30,server_1,128.59,91.35
20:52:35,server_13,227.5,307.89
20:52:35,server_14,1005.11,1389.8
20:52:35,server_15,5647.96,5725.61
20:52:35,server_16,645.41,770.81
20:52:35,server_20,530.6,267.27
20:52:35,server_18,262.49,319.76
20:52:35,server_19,1009.95,829.84
20:52:35,server_12,1115.34,900.16
20:52:35,server_17,409.97,333.75
20:52:35,server_11,3120.31,3382.45
20:52:35,server_3,878.88,481.72
